,generator_training_loss,discriminator_loss
0,0.8077349203480096,0.934313844279147
1,0.5932310415946476,0.8808824454708224
2,0.5227651066574122,0.896218650085516
3,0.5063046297967774,0.8951187932889638
4,0.49698790848959534,0.8955623860172655
5,0.4988227334198373,0.882581840250292
6,0.5191394331718521,0.8808586357712455
7,0.507036411583715,0.8747673382726061
8,0.5421410556381664,0.853640258870867
9,0.5351774921639235,0.8420850219722676
10,0.5479004556448264,0.8353881716193857
11,0.5778454416344199,0.8122774098545142
12,0.5852057228765064,0.7990590716486746
13,0.6302838369888217,0.7779536234380369
14,0.6222699036200842,0.7686823989282124
15,0.6613178886867871,0.7558039630100605
16,0.7050551887732166,0.7336137104588207
17,0.708079107767601,0.7363059986337182
18,0.7140280008073152,0.7275935843793376
19,0.7024304137520413,0.7240624722175318
20,0.7328687617471769,0.7162292105158656
21,0.7456772192620414,0.7065450701416267
22,0.7413046928069508,0.7096288941114437
23,0.7587796243206699,0.7034252480267507
24,0.7764691649871622,0.693458066592881
25,0.7840695956686987,0.6945427882545054
26,0.7849644140659937,0.6894630564114089
27,0.7905255725824357,0.6921861624222222
28,0.7877798099389578,0.6799091376370303
29,0.7887787108219243,0.6905949215822912
30,0.8100303962535264,0.675929193561798
31,0.840061852145263,0.6767018521667596
32,0.8154828798727185,0.6702425659382936
33,0.839385262644184,0.667106288107994
34,0.8376340128438883,0.6665826712377497
35,0.8291724579379922,0.6639970155294678
36,0.8437993765581694,0.6626916796867693
37,0.8341153138715656,0.6543340078192993
38,0.8415422612146916,0.6578509504462804
39,0.8415717713310161,0.6558787740141566
40,0.8472227062164717,0.6553489656446421
41,0.8451875100654611,0.6507572325488465
42,0.8441609572178965,0.6539771591587191
43,0.8332208991415052,0.6543273342122076
44,0.8482279857558357,0.6491001123515395
45,0.8500547230535148,0.6461117627568234
46,0.8375505048784669,0.6526065823889984
47,0.8562823981896783,0.6474305921292636
48,0.8388653226445726,0.6454828723524291
49,0.8435739572930355,0.6448207001862919
50,0.8371665945675865,0.641149825090884
51,0.8652182859843013,0.6333378908978115
52,0.8252948291945865,0.6408569106214301
53,0.8426666185199098,0.6384678733426571
54,0.8514449058165857,0.6359466815636036
55,0.8704566517882747,0.6354841460225634
56,0.8601485016196359,0.6318533894436672
57,0.8486057905496964,0.6322648981624049
58,0.8495052458191656,0.6337974371469011
59,0.8150754430450456,0.6352303037093535
60,0.8328500329816643,0.633864355529336
61,0.8116783470085411,0.6340466506032314
62,0.815557794847329,0.6317869947514305
63,0.830431346314752,0.6335060456076966
64,0.8264221486611977,0.628396427694529
65,0.8150565503521867,0.6263393358476976
66,0.829881117780129,0.6287959733675822
67,0.8176826933959003,0.6305049507717049
68,0.8395596652761551,0.6241198741233533
69,0.805106740235408,0.627809604591923
70,0.8521813955507146,0.6193989156802301
71,0.8300858468133061,0.6247570042991016
72,0.8307960898582781,0.6224709462128525
73,0.8284347534738329,0.6232745018594131
74,0.8274940425725904,0.6250473694191196
75,0.8344353503003389,0.61813386269187
76,0.8095742701852623,0.6204824008490851
77,0.8341031948919693,0.6158214291616874
78,0.8277350861120729,0.6141696775843676
79,0.804044947683957,0.6228602602167059
80,0.791979027102901,0.6220099923565996
81,0.8077185715881906,0.6166842545108671
82,0.838524592437682,0.6149923636501362
83,0.802447367158962,0.6180852706002917
84,0.810029885903936,0.613478029791961
85,0.809162056472793,0.614603650526196
86,0.8138114166701821,0.6125505842517427
87,0.78166213551477,0.6122371158953498
88,0.817520030990498,0.6104219726361972
89,0.7843891264052535,0.615844092625569
90,0.7975115782741424,0.6103686382348885
91,0.776285249633622,0.615625489433315
92,0.7888690963836832,0.6106538124072814
93,0.7987367413640508,0.6129435591320731
94,0.7937862930398892,0.6076998792971259
95,0.8017167634199379,0.6064775832659264
96,0.7859787008775961,0.6135478407848921
97,0.7881715074970942,0.6103797813402314
98,0.8031232841282524,0.6048108406346702
99,0.7997342993937184,0.6039369769376182
