,generator_training_loss,discriminator_loss
0,0.7928208664071783,1.0323708760320607
1,0.4261912592453692,0.9621603269108738
2,0.3518276550391873,0.9942664139719639
3,0.36138261865578536,0.9952026873025451
4,0.35667598578462584,1.0051046214943118
5,0.3516542855543923,0.9968557632251202
6,0.34147645949030075,1.0155191826402608
7,0.3448587273503331,1.0024011792841245
8,0.3394716620056631,1.0022655507851734
9,0.34402956229732495,0.9920883791516637
10,0.32923310778628256,0.9911729749034067
11,0.3336693210786887,0.9994864097531481
12,0.3510191760131423,0.9868279514073742
13,0.36056931708509005,0.9815015189027825
14,0.3600855319295458,0.9780946420573955
15,0.39639400544454145,0.956254426939466
16,0.43059931803546303,0.93802603911654
17,0.42047495963302395,0.9463388756852666
18,0.4020926481676034,0.9523038160732925
19,0.4528893544547375,0.9348352108918853
20,0.44987115440336106,0.9261659453725465
21,0.5063167699622544,0.9132451077205141
22,0.5200571155186193,0.8965587193099288
23,0.5462043785931089,0.8790497363293763
24,0.5610090099250823,0.8721698069339276
25,0.6033029813553225,0.8532618748626771
26,0.6203766359622,0.8474997644659554
27,0.6473772510181818,0.836964694071127
28,0.6497328907627834,0.8253532356621293
29,0.6806167760999007,0.8146285908000684
30,0.7013321123416092,0.7980575286574546
31,0.7111332800661342,0.7738763586281758
32,0.7217490980803918,0.7718572080281078
33,0.7538559500677564,0.7573033585087886
34,0.7591782731915647,0.744066362373209
35,0.7770238898105513,0.7377532558681135
36,0.8056327806028196,0.7234191864656061
37,0.7973280646568794,0.7160113377355422
38,0.8148499579451972,0.7143665285934349
39,0.8033256034177789,0.7098936944009817
40,0.7900767801321903,0.7086022230990067
41,0.7968352586516736,0.7042132907022571
42,0.7840230534401189,0.7113908875153719
43,0.7999882945318774,0.7013390702305524
44,0.812548798315391,0.6975818297293678
45,0.8588300712388419,0.6844677663034021
46,0.8221603290958918,0.6863437709326461
47,0.8287036847490165,0.6923689906832253
48,0.8057461435243961,0.6848135025839351
49,0.8143632637720917,0.6767252945472481
50,0.80959498520391,0.6866843025666869
51,0.821942248561563,0.6777737030627383
52,0.8357011900870122,0.6747387363935935
53,0.8254905168662348,0.669644181356259
54,0.8356038395986386,0.6718244280820954
55,0.8549175259536519,0.6634370654991417
56,0.8312969569423476,0.6652862703353288
57,0.8433190331215186,0.6624372707893913
58,0.8537607608816928,0.655088800769952
59,0.8306958593652806,0.6644853503604973
60,0.8680005692789587,0.656826637752093
61,0.8494656886890252,0.6595646799242195
62,0.8646649381885124,0.6560525549993149
63,0.8473708017531117,0.6524719115477222
64,0.8477083996921997,0.6543318009658275
65,0.8553141485216565,0.6492041611486853
66,0.8268363451996564,0.6551241305608912
67,0.8495578999648564,0.6499725613005295
68,0.8478076730983084,0.6486789772640716
69,0.832264267229995,0.6478114343311306
70,0.8375608835068775,0.6479689520650893
71,0.8433383115200658,0.6506088198980085
72,0.7958511819466402,0.6497020594162385
73,0.8274831096987075,0.6522512073524618
74,0.8504332148674162,0.6424464153242772
75,0.827542665693074,0.6445009761111175
76,0.8642159771316889,0.6350340882062717
77,0.8327658708346211,0.6403380756516134
78,0.8178175423649529,0.6388069623694151
79,0.8246403070684362,0.644666464618288
80,0.8352914210393746,0.6354277111595981
81,0.8210718271299019,0.6349443375529947
82,0.8201712860794891,0.6437293627248514
83,0.8133832099676715,0.6339871424091669
84,0.8337165449898517,0.6338634524485302
85,0.8131134155181334,0.6360174380819683
86,0.835874149431615,0.6302716628554981
87,0.8207175054609436,0.6327491529656312
88,0.8154715556460079,0.6276813863784974
89,0.8218597042895762,0.6303575126349489
90,0.8265872223525875,0.6326701071268189
91,0.8214304078591967,0.6285933310313252
92,0.8098819966518306,0.6327252804552916
93,0.8084884986050651,0.6238108433254773
94,0.8132104978038222,0.6358614839376622
95,0.8130683113062586,0.630537166645008
96,0.8360549021320995,0.620928628909073
97,0.7990973293174061,0.6309925750347299
98,0.7884937016917324,0.6291630229477777
99,0.7955255549531597,0.625287267767324
100,0.7968374478957861,0.624000672436188
101,0.7975187768223039,0.6263770656364179
102,0.7742604205981444,0.6327788145103004
103,0.7832664300147945,0.6267420479021328
104,0.8000934344049188,0.6238228098201674
105,0.7921835856774812,0.6233442043422583
106,0.796865726960026,0.6248617559404226
107,0.7857307747504336,0.6299162313232795
108,0.7884656313894819,0.6183815357543243
109,0.7847293237043573,0.6254449488189809
110,0.7936951270556197,0.6211900568970258
111,0.7715478876837891,0.623816368972371
112,0.7846705676606737,0.6215249605798683
113,0.7789037738909251,0.6192693146341879
114,0.7752027283707283,0.6241271216983997
115,0.783900572714178,0.6178949945761891
116,0.7918270398796625,0.6185616090857312
117,0.7810708722304598,0.6146639985045284
118,0.7637841248521984,0.6210392832561732
119,0.7714549423709282,0.6210291049979816
120,0.7656098110532994,0.6150571304360539
121,0.7519484992399387,0.6267332104812722
122,0.7722908365308704,0.6135463299990284
123,0.7686263430429457,0.6235165388096419
124,0.7737639175626254,0.6145651621262815
125,0.7390765292234506,0.6215986693498072
126,0.7562092924103468,0.6207182715360771
127,0.7542506629068286,0.6183289344609998
128,0.7588702146549874,0.6185106274405435
129,0.7397437161403938,0.622560973053748
130,0.7547688959523149,0.6135049859196944
131,0.7490189093261496,0.6164516665241829
132,0.7461538323745459,0.6183376734394704
133,0.7334401303235846,0.618032189822333
134,0.7477644191540249,0.6116374527038164
135,0.7431074725107245,0.6157129327018959
136,0.7447013253043994,0.6146501875205456
137,0.7498830631177966,0.6186851722589818
138,0.7063650811772669,0.6236545708525346
139,0.7136544580036241,0.6247055928641058
140,0.6790419254260716,0.6272142187744598
141,0.7001169634240618,0.6202703684738426
142,0.6876245756324657,0.6248277361643635
143,0.7406347217288751,0.6154185646223458
144,0.7295894372203336,0.613785223302165
145,0.7215004281581857,0.6174145749699516
146,0.7322701873058892,0.6098054744357876
